candidate_id	record_name	accession	start	end	codon_start	strand	gene	product	is_corrected	correction_offset	original_translation	assigned_orf
cand_0611	KU318549	KU318549.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0612	KU318548	KU318548.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0613	KU318547	KU318547.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0614	KU318546	KU318546.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0615	KU318545	KU318545.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0616	KU318544	KU318544.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0617	KU318543	KU318543.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0618	KU318542	KU318542.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0619	KU318541	KU318541.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0620	KU318540	KU318540.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0621	KU318539	KU318539.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0622	KU318538	KU318538.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0623	KU318537	KU318537.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0624	KU318536	KU318536.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0625	KU318535	KU318535.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0626	KU318534	KU318534.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0627	KU318533	KU318533.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0628	KU318532	KU318532.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0629	KU318531	KU318531.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0630	KU318530	KU318530.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0631	KU318529	KU318529.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0632	KU318528	KU318528.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0633	KU318527	KU318527.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0634	KU318526	KU318526.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0635	KU318525	KU318525.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0636	KU318524	KU318524.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0637	KU318523	KU318523.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0638	KU318522	KU318522.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0639	KU318521	KU318521.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0640	KU318520	KU318520.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0641	KU318519	KU318519.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0642	KU318518	KU318518.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0643	KU318517	KU318517.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0644	KU318516	KU318516.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0645	KU318515	KU318515.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0646	KU318514	KU318514.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0647	KU318513	KU318513.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0648	KU318512	KU318512.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0649	KU318511	KU318511.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0650	KU318510	KU318510.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0651	KU318509	KU318509.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0652	KU318508	KU318508.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0653	KU318507	KU318507.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0654	KU318506	KU318506.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0655	KU318505	KU318505.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0656	KU318504	KU318504.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0657	KU318503	KU318503.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0658	KU318502	KU318502.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0659	KU318501	KU318501.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0660	KU318500	KU318500.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0661	KU318499	KU318499.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0662	KU318498	KU318498.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0663	KU318497	KU318497.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0664	KU318496	KU318496.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0665	KU318495	KU318495.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0666	KU318494	KU318494.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0667	KU318493	KU318493.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0668	KU318492	KU318492.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0669	KU318491	KU318491.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0670	KU318490	KU318490.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0671	KU318489	KU318489.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0672	KU318488	KU318488.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0673	KU318487	KU318487.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0674	KU318486	KU318486.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0675	KU318485	KU318485.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0676	KU318484	KU318484.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0677	KU318483	KU318483.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0678	KU318482	KU318482.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0679	KU318481	KU318481.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0680	KU318480	KU318480.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0681	KU318479	KU318479.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0682	KU318478	KU318478.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0683	KU318477	KU318477.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0684	KU318476	KU318476.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0685	KU318475	KU318475.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0686	KU318474	KU318474.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0687	KU318473	KU318473.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0688	KU318472	KU318472.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0689	KU318471	KU318471.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0690	KU318470	KU318470.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0691	KU318469	KU318469.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0692	KU318468	KU318468.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0693	KU318467	KU318467.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0694	KU318466	KU318466.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0695	KU318465	KU318465.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0696	KU318464	KU318464.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0697	KU318463	KU318463.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0698	KU318462	KU318462.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0699	KU318461	KU318461.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0700	KU318460	KU318460.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0701	KU318459	KU318459.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0702	KU318458	KU318458.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0703	KU318457	KU318457.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0704	KU318456	KU318456.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0705	KU318455	KU318455.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0706	KU318454	KU318454.1	0	101	3	1	unknown	nonstructural protein	False			unknown
cand_0707	KU318321	KU318321.1	10	3850	1	1	unknown	non-structural polyprotein	False			unknown
cand_0708	KU318321	KU318321.1	5814	6228	1	1	unknown	ORF3	False			unknown
cand_0709	KU318320	KU318320.1	27	3867	1	1	unknown	non-structural polyprotein	False			1B
cand_0710	KU318320	KU318320.1	5831	6245	1	1	unknown	ORF3	False			unknown
cand_0711	KU318319	KU318319.1	12	3852	1	1	unknown	non-structural polyprotein	False			1B
cand_0712	KU318319	KU318319.1	5808	6040	1	1	unknown	ORF3	False			unknown
cand_0713	KU318318	KU318318.1	28	3871	1	1	unknown	non-structural polyprotein	False			1B
cand_0714	KU318318	KU318318.1	5796	6087	1	1	unknown	ORF3	False			unknown
cand_0715	KU318317	KU318317.1	67	3907	1	1	unknown	non-structural polyprotein	False			1B
cand_0716	KU318317	KU318317.1	5877	6294	1	1	unknown	ORF3	False			unknown
cand_0717	KU318316	KU318316.1	12	3861	1	1	unknown	non-structural polyprotein	False			unknown
cand_0718	KU318316	KU318316.1	5802	6017	1	1	unknown	ORF3	False			unknown
cand_0719	KU318315	KU318315.1	15	3858	1	1	unknown	non-structural polyprotein	False			unknown
cand_0720	KU318315	KU318315.1	5768	6207	1	1	unknown	ORF3	False			unknown
cand_0721	KR364729	KR364729.1	0	219	2	1	ORF1	nonstructural protein	False			1A
cand_0722	KR364728	KR364728.1	0	219	2	1	ORF1	nonstructural protein	False			1A
cand_0723	KR364727	KR364727.1	0	220	2	1	ORF1	nonstructural protein	False			1A
cand_0724	KR868724	KR868724.1	4030	4246	1	1	ORFX	hypothetical protein	False			unknown
cand_0725	KR868723	KR868723.1	4030	4258	1	1	ORFX	hypothetical protein	False			unknown
cand_0726	KR868722	KR868722.1	4030	4258	1	1	ORFX	hypothetical protein	False			unknown
cand_0727	KR868721	KR868721.1	4030	4258	1	1	ORFX	hypothetical protein	False			unknown
cand_0728	KP759770	KP759770.1	47	3985	1	1	unknown	polyprotein	False			1B
cand_0729	KP404152	KP404152.1	0	2478	1	1	unknown	capsid precursor	False			2
cand_0730	KP404151	KP404151.1	0	2475	1	1	unknown	capsid precursor	False			2
cand_0731	KP090043	KP090043.1	0	217	3	1	unknown	nonstructural protein	False			1A
cand_0732	KP090042	KP090042.1	0	220	2	1	unknown	nonstructural protein	False			1A
cand_0733	KP090041	KP090041.1	0	229	2	1	unknown	nonstructural protein	False			1A
cand_0734	KP090040	KP090040.1	0	230	3	1	unknown	nonstructural protein	False			1A
cand_0735	KP090039	KP090039.1	0	221	2	1	unknown	nonstructural protein	False			1A
cand_0736	KP090038	KP090038.1	0	228	2	1	unknown	nonstructural protein	False			1A
cand_0737	KP090037	KP090037.1	0	246	2	1	unknown	nonstructural protein	False			1A
cand_0738	KP090036	KP090036.1	0	231	2	1	unknown	nonstructural protein	False			1A
cand_0739	KP090035	KP090035.1	0	233	1	1	unknown	nonstructural protein	False			1A
cand_0740	KF233994	KF233994.1	52	2638	1	1	unknown	ORF1	False			1A
cand_0741	KC342249	KC342249.1	84	4374	1	1	unknown	nonstructural protein	False			1A
cand_0742	AB325804	AB325804.1	0	4275	1	1	ORF1	nonstructural protein	False			1A
cand_0743	AB308374	AB308374.1	0	4296	1	1	ORF1	nonstructural protein	False			1A
cand_0744	AB264140	AB264140.2	0	79	3	1	ORF1	nonstructural protein	False			unknown
cand_0745	GQ914773	GQ914773.1	19	4210	1	1	unknown	polyprotein	False			1A
cand_0746	HUA3TERMS	M87668.1	0	954	1	1	unknown	unknown	False			unknown
cand_0747	FJ375759	FJ375759.1	82	4372	1	1	unknown	nonstructural protein	False			1A
cand_0748	AB033998	AB033998.1	13	4551	1	1	unknown	non-structural polyprotein	False			1B
cand_0749	Z11682	Z11682.1	0	954	1	1	unknown	unknown	False			unknown
