ID;Version;GenBank title;Release date;Organism name;Virus Lineage;Species;Family;Length;Submitters;Strain;Isolate;Geo location;Country;Collection date;Tissue/Specimen/Source;Host;Environmental;CDS count;Artificial;UNVERIFIED;1A;1A-strand;1B;1B-strand;2;2-strand;Host class;Species_ICTV
KY054102;KY054102.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-144/B56332 clone 284657 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-144/B56332;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054101;KY054101.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-144/B56331 clone 284652 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-144/B56331;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054100;KY054100.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56389 clone 284609 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-143/B56389;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054099;KY054099.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56386 clone 284577 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-143/B56386;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054098;KY054098.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56368 clone 284636 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-143/B56368;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054097;KY054097.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56355 clone 284619 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;300.0;;;Astrovirus_PREDICT MAstV-143/B56355;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;0-300;1.0;NA-NA;;Mammalia;
KY054096;KY054096.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56335 clone 284572 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-143/B56335;Thailand;;24-Nov-2013;rectal swab;Rhinolophus coelophyllus;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054095;KY054095.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-143/B56334 clone 284635 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-143/B56334;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054094;KY054094.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-142/B56354 clone 284601 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-142/B56354;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054093;KY054093.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-141/B56402 clone 284604 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-141/B56402;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054092;KY054092.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-141/B56380 clone 284643 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-141/B56380;Thailand;;24-Nov-2013;rectal swab;Hipposideros larvatus;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054091;KY054091.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-140/B56422 clone 284561 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-140/B56422;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054090;KY054090.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-140/B56364 clone 284571 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-140/B56364;Thailand;;24-Nov-2013;rectal swab;Miniopterus magnater;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054089;KY054089.1;Mamastrovirus sp. isolate Astrovirus_PREDICT_MAstV-206/R00128 clone 291352 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT_MAstV-206/R00128;Bangladesh;;19-Aug-2011;rectal swab;Bandicota bengalensis;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054086;KY054086.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-89/AAOSF clone 281486 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-89/AAOSF;Tanzania;;27-Apr-2012;feces;Chaerephon pumilus;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054085;KY054085.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-89/AAOSS clone 285621 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-89/AAOSS;Tanzania;;27-Apr-2012;rectal swab;Chaerephon pumilus;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054084;KY054084.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-88/AAORS clone 281484 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;382.0;;;Astrovirus_PREDICT MAstV-88/AAORS;Tanzania;;27-Apr-2012;feces;Chaerephon pumilus;No;1.0;No;No;NA-NA;;1-382;1.0;NA-NA;;Mammalia;
KY054083;KY054083.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-87/AAQNV clone 281495 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-87/AAQNV;Tanzania;;05-Jun-2012;oral swab;Praomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054082;KY054082.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-87/AAQNV clone 281505 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-87/AAQNV;Tanzania;;05-Jun-2012;feces;Praomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054081;KY054081.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOO clone 281500 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOO;Tanzania;;06-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054080;KY054080.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOL clone 281499 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOL;Tanzania;;06-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054079;KY054079.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOY clone 281497 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOY;Tanzania;;06-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054078;KY054078.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQQW clone 281492 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQQW;Tanzania;;09-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054077;KY054077.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQQC clone 281493 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQQC;Tanzania;;09-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054076;KY054076.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQNP clone 281494 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;363.0;;;Astrovirus_PREDICT MAstV-86/AAQNP;Tanzania;;05-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;0-363;1.0;NA-NA;;Mammalia;
KY054075;KY054075.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAOTE clone 281508 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAOTE;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054074;KY054074.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAOTB clone 281507 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAOTB;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054073;KY054073.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQNO clone 281504 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQNO;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054072;KY054072.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOD clone 281503 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOD;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054071;KY054071.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOB clone 281502 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOB;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054070;KY054070.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQNS clone 281501 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQNS;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054069;KY054069.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-86/AAQOE clone 281498 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;367.0;;;Astrovirus_PREDICT MAstV-86/AAQOE;Tanzania;;05-Jun-2012;feces;Mastomys sp.;No;1.0;No;No;NA-NA;;1-367;1.0;NA-NA;;Mammalia;
KY054068;KY054068.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-85/AAQTW clone 281509 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;364.0;;;Astrovirus_PREDICT MAstV-85/AAQTW;Tanzania;;02-Sep-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-364;1.0;NA-NA;;Mammalia;
KY054067;KY054067.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-84/AAOTC clone 285600 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;364.0;;;Astrovirus_PREDICT MAstV-84/AAOTC;Tanzania;;05-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-364;1.0;NA-NA;;Mammalia;
KY054066;KY054066.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-84/AAOTA clone 281426 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;364.0;;;Astrovirus_PREDICT MAstV-84/AAOTA;Tanzania;;05-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-364;1.0;NA-NA;;Mammalia;
KY054065;KY054065.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-84/AAOTA clone 281425 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;364.0;;;Astrovirus_PREDICT MAstV-84/AAOTA;Tanzania;;05-Jun-2012;oral swab;Mastomys sp.;No;1.0;No;No;NA-NA;;1-364;1.0;NA-NA;;Mammalia;
KY054064;KY054064.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATDY clone 285136 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATDY;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054063;KY054063.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATDD clone 285127 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATDD;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054062;KY054062.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATEM clone 285865 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATEM;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054061;KY054061.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATEL clone 285864 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATEL;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054060;KY054060.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATDV clone 285859 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATDV;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054059;KY054059.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-54/AATCZ clone 285852 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-54/AATCZ;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054058;KY054058.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-52/AATEG clone 285141 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-52/AATEG;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054057;KY054057.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-52/AATEB clone 285138 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-52/AATEB;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054056;KY054056.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-52/AATDQ clone 285131 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-52/AATDQ;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054055;KY054055.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-52/AATDN clone 285129 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-52/AATDN;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054054;KY054054.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-52/AATDI clone 285856 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-52/AATDI;Tanzania;;06-Jun-2013;rectal swab;Coleura afra;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054053;KY054053.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-205/AATEH clone 285862 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-205/AATEH;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054052;KY054052.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-204/AATDG clone 285855 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-204/AATDG;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054051;KY054051.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-203/AATEN clone 285866 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-203/AATEN;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
KY054050;KY054050.1;Mamastrovirus sp. isolate Astrovirus_PREDICT MAstV-202/AATEF clone 285861 RNA-dependent RNA polymerase gene, partial cds;24-FEB-2020;Mamastrovirus sp.;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus";;Astroviridae;385.0;;;Astrovirus_PREDICT MAstV-202/AATEF;Tanzania;;06-Jun-2013;rectal swab;Triaenops persicus;No;1.0;No;No;NA-NA;;1-385;1.0;NA-NA;;Mammalia;
