candidate_id	record_name	accession	start	end	strand	gene	product	is_corrected	correction_offset	original_translation
cand_0681	KU318479	KU318479.1	0	101	1	unknown	nonstructural protein	False		
cand_0682	KU318478	KU318478.1	0	101	1	unknown	nonstructural protein	False		
cand_0683	KU318477	KU318477.1	0	101	1	unknown	nonstructural protein	False		
cand_0684	KU318476	KU318476.1	0	101	1	unknown	nonstructural protein	False		
cand_0685	KU318475	KU318475.1	0	101	1	unknown	nonstructural protein	False		
cand_0686	KU318474	KU318474.1	0	101	1	unknown	nonstructural protein	False		
cand_0687	KU318473	KU318473.1	0	101	1	unknown	nonstructural protein	False		
cand_0688	KU318472	KU318472.1	0	101	1	unknown	nonstructural protein	False		
cand_0689	KU318471	KU318471.1	0	101	1	unknown	nonstructural protein	False		
cand_0690	KU318470	KU318470.1	0	101	1	unknown	nonstructural protein	False		
cand_0691	KU318469	KU318469.1	0	101	1	unknown	nonstructural protein	False		
cand_0692	KU318468	KU318468.1	0	101	1	unknown	nonstructural protein	False		
cand_0693	KU318467	KU318467.1	0	101	1	unknown	nonstructural protein	False		
cand_0694	KU318466	KU318466.1	0	101	1	unknown	nonstructural protein	False		
cand_0695	KU318465	KU318465.1	0	101	1	unknown	nonstructural protein	False		
cand_0696	KU318464	KU318464.1	0	101	1	unknown	nonstructural protein	False		
cand_0697	KU318463	KU318463.1	0	101	1	unknown	nonstructural protein	False		
cand_0698	KU318462	KU318462.1	0	101	1	unknown	nonstructural protein	False		
cand_0699	KU318461	KU318461.1	0	101	1	unknown	nonstructural protein	False		
cand_0700	KU318460	KU318460.1	0	101	1	unknown	nonstructural protein	False		
cand_0701	KU318459	KU318459.1	0	101	1	unknown	nonstructural protein	False		
cand_0702	KU318458	KU318458.1	0	101	1	unknown	nonstructural protein	False		
cand_0703	KU318457	KU318457.1	0	101	1	unknown	nonstructural protein	False		
cand_0704	KU318456	KU318456.1	0	101	1	unknown	nonstructural protein	False		
cand_0705	KU318455	KU318455.1	0	101	1	unknown	nonstructural protein	False		
cand_0706	KU318454	KU318454.1	0	101	1	unknown	nonstructural protein	False		
cand_0707	KU318321	KU318321.1	10	3850	1	unknown	non-structural polyprotein	False		
cand_0708	KU318321	KU318321.1	5814	6228	1	unknown	ORF3	False		
cand_0709	KU318320	KU318320.1	27	3867	1	unknown	non-structural polyprotein	False		
cand_0710	KU318320	KU318320.1	5831	6245	1	unknown	ORF3	False		
cand_0711	KU318319	KU318319.1	12	3852	1	unknown	non-structural polyprotein	False		
cand_0712	KU318319	KU318319.1	5808	6040	1	unknown	ORF3	False		
cand_0713	KU318318	KU318318.1	28	3871	1	unknown	non-structural polyprotein	False		
cand_0714	KU318318	KU318318.1	5796	6087	1	unknown	ORF3	False		
cand_0715	KU318317	KU318317.1	67	3907	1	unknown	non-structural polyprotein	False		
cand_0716	KU318317	KU318317.1	5877	6294	1	unknown	ORF3	False		
cand_0717	KU318316	KU318316.1	12	3861	1	unknown	non-structural polyprotein	False		
cand_0718	KU318316	KU318316.1	5802	6017	1	unknown	ORF3	False		
cand_0719	KU318315	KU318315.1	15	3858	1	unknown	non-structural polyprotein	False		
cand_0720	KU318315	KU318315.1	5768	6207	1	unknown	ORF3	False		
cand_0721	KR364729	KR364729.1	0	219	1	ORF1	nonstructural protein	False		
cand_0722	KR364728	KR364728.1	0	219	1	ORF1	nonstructural protein	False		
cand_0723	KR364727	KR364727.1	0	220	1	ORF1	nonstructural protein	False		
cand_0724	KR868724	KR868724.1	4030	4246	1	ORFX	hypothetical protein	False		
cand_0725	KR868723	KR868723.1	4030	4258	1	ORFX	hypothetical protein	False		
cand_0726	KR868722	KR868722.1	4030	4258	1	ORFX	hypothetical protein	False		
cand_0727	KR868721	KR868721.1	4030	4258	1	ORFX	hypothetical protein	False		
cand_0728	KP759770	KP759770.1	47	3985	1	unknown	polyprotein	False		
cand_0729	KP404152	KP404152.1	0	2478	1	unknown	capsid precursor	False		
cand_0730	KP404151	KP404151.1	0	2475	1	unknown	capsid precursor	False		
cand_0731	KP090043	KP090043.1	0	217	1	unknown	nonstructural protein	False		
cand_0732	KP090042	KP090042.1	0	220	1	unknown	nonstructural protein	False		
cand_0733	KP090041	KP090041.1	0	229	1	unknown	nonstructural protein	False		
cand_0734	KP090040	KP090040.1	0	230	1	unknown	nonstructural protein	False		
cand_0735	KP090039	KP090039.1	0	221	1	unknown	nonstructural protein	False		
cand_0736	KP090038	KP090038.1	0	228	1	unknown	nonstructural protein	False		
cand_0737	KP090037	KP090037.1	0	246	1	unknown	nonstructural protein	False		
cand_0738	KP090036	KP090036.1	0	231	1	unknown	nonstructural protein	False		
cand_0739	KP090035	KP090035.1	0	233	1	unknown	nonstructural protein	False		
cand_0740	KF233994	KF233994.1	52	2638	1	unknown	ORF1	False		
cand_0741	KC342249	KC342249.1	84	4374	1	unknown	nonstructural protein	False		
cand_0742	AB325804	AB325804.1	0	4275	1	ORF1	nonstructural protein	False		
cand_0743	AB308374	AB308374.1	0	4296	1	ORF1	nonstructural protein	False		
cand_0744	AB264140	AB264140.2	0	79	1	ORF1	nonstructural protein	False		
cand_0745	GQ914773	GQ914773.1	19	4210	1	unknown	polyprotein	False		
cand_0746	HUA3TERMS	M87668.1	0	954	1	unknown	unknown	False		
cand_0747	FJ375759	FJ375759.1	82	4372	1	unknown	nonstructural protein	False		
cand_0748	AB033998	AB033998.1	13	4551	1	unknown	non-structural polyprotein	False		
cand_0749	Z11682	Z11682.1	0	954	1	unknown	unknown	False		
